placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
79,65,2019-03-09,9,2,2018-2019,Botafogo,Brasília,74.0,23.4,39.0,11.6,33.7,11.4,22.3,16.366666666666667,13.4,1.3033333333333332,7.8,23.533333333333335,33.931333333333335,19.5,38.2,50.941333333333326,11.6,16.833333333333332,69.89866666666667,1.3333333333333333,7.1,0.5786666666666668,1.6666666666666667,22.866666666666667,0.074,13.4,2.7,79.66666666666667,77.834,25.3,38.800666666666665,13.733333333333333,35.0,9.132666666666667,25.86733333333333,16.366666666666667,14.8,1.1980000000000002,8.433333333333334,25.399333333333335,33.33,19.399333333333335,36.333999999999996,53.30533333333334,13.733333333333333,19.467333333333332,70.63266666666667,0.43333333333333335,6.6,0.48866666666666664,2.3666666666666667,21.733333333333334,0.11066666666666668,14.8,2.134,83.43266666666666
82,60,2019-03-09,9,2,2018-2019,Flamengo,Minas,84.13266666666667,25.6,43.066,15.466666666666667,42.73266666666667,13.133999999999999,29.600666666666665,18.534,12.733333333333333,1.5546666666666664,8.533333333333333,26.934,32.26266666666667,21.534,38.6,55.75133333333334,15.466666666666667,19.467333333333332,79.40066666666668,1.1333333333333333,6.334,0.5813333333333333,1.4673333333333332,19.667333333333332,0.07600000000000001,12.733333333333333,1.3993333333333335,100.934,78.66733333333333,25.8,37.46666666666667,15.400666666666666,38.967333333333336,12.666666666666666,26.300666666666665,16.966,15.466000000000001,1.147333333333333,8.600666666666665,25.666666666666668,33.69466666666668,18.733333333333334,37.99933333333333,49.44000000000001,15.400666666666666,21.567333333333334,69.61133333333333,1.7666666666666666,7.8,0.5299999999999999,1.6666666666666667,20.600666666666665,0.08533333333333333,15.466000000000001,2.166,85.76666666666667
87,84,2019-03-11,10,2,2018-2019,Joinville / AABJ,Coop/São José Basketball,78.6,32.4,35.6,10.6,34.333333333333336,10.866666666666667,23.466666666666665,13.133333333333333,13.533333333333333,1.0486666666666664,10.8,29.866666666666667,35.676,17.8,36.93333333333333,47.98800000000001,10.6,14.866666666666667,69.972,1.0666666666666667,7.0,0.5433333333333334,2.6,21.066666666666666,0.128,13.533333333333333,2.466666666666667,79.53333333333333,81.93333333333334,23.0,42.0,16.933333333333334,35.06666666666667,9.466666666666667,25.6,19.933333333333334,15.133333333333333,1.353333333333333,7.666666666666667,24.533333333333335,31.318,21.0,35.733333333333334,58.928666666666665,16.933333333333334,21.933333333333334,77.02333333333333,1.1333333333333333,7.066666666666666,0.4740000000000001,1.4666666666666666,24.466666666666665,0.06533333333333333,15.133333333333333,2.066666666666667,93.6
80,72,2019-03-12,10,2,2018-2019,Flamengo,Bauru Basket,84.17733333333332,25.8,42.844,15.533333333333333,43.11066666666667,13.689333333333334,29.422666666666668,18.489333333333335,12.8,1.5459999999999998,8.6,26.82266666666667,32.63466666666667,21.422666666666668,39.4,54.60933333333333,15.533333333333333,19.756000000000004,78.50733333333334,1.1333333333333333,6.6226666666666665,0.598,1.556,19.689333333333334,0.08066666666666666,12.8,1.3773333333333333,100.68933333333334,75.134,25.2,35.2,14.734,35.33266666666667,8.400666666666666,26.934,16.066,13.532666666666668,1.2593333333333334,8.4,25.732666666666667,32.652,17.6,34.06733333333333,51.251333333333335,14.734,19.999333333333333,74.416,1.0006666666666666,6.733999999999999,0.5266666666666666,2.3333333333333335,21.999333333333333,0.10466666666666667,13.532666666666668,2.4,82.8
79,81,2019-03-14,10,2,2018-2019,Fortaleza B. C. / CFO,Pinheiros,71.86666666666666,23.2,38.666666666666664,10.0,37.0,11.4,25.6,12.733333333333333,14.733333333333333,0.9226666666666665,7.733333333333333,23.933333333333334,32.60066666666666,19.333333333333332,38.4,50.51733333333333,10.0,16.333333333333332,60.77066666666666,1.4666666666666666,8.066666666666666,0.5726666666666668,2.2,19.666666666666668,0.11400000000000003,14.733333333333333,3.4,75.26666666666667,81.7,31.8,35.8,14.1,37.0,11.3,25.7,15.266666666666667,13.0,1.3333333333333333,10.6,28.8,37.05133333333333,17.9,35.4,50.64066666666666,14.1,19.966666666666665,71.66,1.1333333333333333,7.633333333333334,0.6606666666666666,1.4666666666666666,19.033333333333335,0.082,13.0,2.8,88.5
74,83,2019-03-14,10,2,2018-2019,Coop/São José Basketball,Bauru Basket,81.38866666666667,22.933333333333334,41.48866666666667,16.966666666666665,35.522000000000006,9.411333333333333,26.111333333333334,19.888666666666666,15.322,1.3373333333333333,7.644666666666667,24.522,31.247333333333337,20.744666666666667,35.65533333333334,58.322,16.966666666666665,22.178,76.066,1.1113333333333335,7.144666666666667,0.4740000000000001,1.3446666666666667,24.14466666666667,0.061333333333333344,15.322,2.0446666666666666,92.86666666666666,76.05600000000001,25.5,35.333333333333336,15.222666666666667,34.744,8.422666666666666,26.32266666666667,16.077333333333332,13.443999999999999,1.2673333333333334,8.5,26.043999999999997,32.68866666666667,17.666666666666668,33.88933333333333,51.72733333333333,15.222666666666667,20.644,74.41,0.9893333333333333,7.222666666666667,0.5666666666666667,2.3,21.944,0.10333333333333335,13.443999999999999,2.3,83.56666666666666
87,97,2019-03-15,10,2,2018-2019,Joinville / AABJ,Paulistano,78.46666666666667,31.2,36.2,11.066666666666666,34.03333333333333,10.366666666666667,23.666666666666668,12.8,13.966666666666667,0.9373333333333332,10.4,29.833333333333332,34.594,18.1,37.03333333333333,48.684666666666665,11.066666666666666,15.566666666666666,69.97200000000001,1.0666666666666667,7.033333333333333,0.5093333333333334,2.533333333333333,21.166666666666668,0.12466666666666668,13.966666666666667,2.566666666666667,77.9,87.26600000000002,35.0,35.86666666666667,16.399333333333335,41.33266666666667,12.533999999999999,28.800666666666668,18.334000000000003,14.599333333333334,1.3093333333333335,11.666666666666666,31.067333333333337,37.678666666666665,17.933333333333334,33.80066666666667,52.80333333333333,16.399333333333335,21.866666666666667,75.24866666666667,2.934,5.266666666666667,0.37133333333333324,2.5340000000000003,21.866666666666667,0.12066666666666664,14.599333333333334,2.1333333333333333,99.06733333333332
89,72,2019-03-15,10,2,2018-2019,Mogi,Botafogo,82.93333333333334,24.533333333333335,44.266666666666666,14.133333333333333,38.956,11.110666666666667,27.843999999999998,19.756000000000004,12.377333333333333,1.6673333333333331,8.177333333333333,23.689333333333334,34.85333333333333,22.133333333333333,41.4,53.89,14.133333333333333,19.756000000000004,71.94333333333333,1.3106666666666666,6.510666666666666,0.5433333333333333,3.3560000000000003,19.17733333333333,0.1753333333333333,12.377333333333333,1.5106666666666666,98.55600000000001,75.33333333333333,24.4,39.333333333333336,11.6,34.2,11.8,22.4,16.733333333333334,13.066666666666666,1.3539999999999996,8.133333333333333,24.2,34.367333333333335,19.666666666666668,38.4,51.16133333333334,11.6,16.733333333333334,70.28333333333333,1.3333333333333333,6.866666666666666,0.5740000000000001,1.6666666666666667,22.6,0.074,13.066666666666666,2.6,81.66666666666667
67,107,2019-03-16,10,2,2018-2019,R10 Score Vasco da Gama,Flamengo,76.2,23.4,38.8,14.0,37.333333333333336,11.333333333333334,26.0,16.933333333333334,14.533333333333333,1.2106666666666663,7.8,24.0,32.163333333333334,19.4,41.13333333333333,47.13266666666668,14.0,18.866666666666667,73.62466666666667,0.3333333333333333,7.2,0.518,1.0,19.533333333333335,0.05466666666666667,14.533333333333333,2.0,81.2,84.98866666666666,26.4,42.821999999999996,15.766666666666667,43.12199999999999,13.644666666666668,29.478,18.678,12.833333333333334,1.556,8.8,27.211333333333336,32.82866666666667,21.411333333333335,39.166666666666664,54.96733333333334,15.766666666666667,20.111333333333334,78.21933333333335,1.0666666666666667,6.878,0.614,1.4780000000000002,19.64466666666667,0.07733333333333332,12.833333333333334,1.3553333333333333,101.778
80,98,2019-03-16,10,2,2018-2019,Coop/São José Basketball,Sesi Franca,80.844,22.866666666666667,40.97733333333334,17.0,35.977333333333334,9.355999999999998,26.622666666666667,19.843999999999998,15.510666666666664,1.3213333333333332,7.6226666666666665,24.510666666666665,31.176666666666666,20.489333333333335,35.57733333333333,57.715333333333334,17.0,22.422666666666668,75.10866666666668,1.0893333333333333,7.222666666666667,0.4740000000000001,1.2226666666666668,23.82266666666667,0.05733333333333334,15.510666666666664,2.022666666666667,92.13333333333334,86.5,30.8,40.46666666666667,15.233333333333333,33.666666666666664,7.933333333333334,25.733333333333334,17.533333333333335,12.1,1.4793333333333336,10.266666666666667,27.533333333333335,37.162666666666674,20.233333333333334,34.06666666666667,60.05133333333334,15.233333333333333,18.733333333333334,81.58066666666667,1.6333333333333333,7.333333333333333,0.64,2.033333333333333,18.033333333333335,0.11066666666666665,12.1,1.6666666666666667,100.1
