Janela Incremental,Temporada,Acurácia,F1-Score
15,2008-2009,0.7330,0.7330
15,2009-2010,0.6507,0.6507
15,2011-2012,0.6937,0.6937
15,2012-2013,0.6527,0.6527
15,2013-2014,0.6233,0.6233
15,2014-2015,0.6914,0.6914
15,2015-2016,0.6402,0.6402
15,2016-2017,0.6107,0.6107
15,2018-2019,0.6238,0.6238
15,2019-2020,0.6283,0.6283
15,2020-2021,0.6840,0.6840
15,2021-2022,0.7188,0.7188
15,2022-2023,0.6689,0.6689
15,2023-2024,0.6622,0.6622
