Janela Incremental,Temporada,Acurácia,F1-Score
15,2008-2009,0.7602,0.7602
15,2009-2010,0.6507,0.6507
15,2011-2012,0.6937,0.6937
15,2012-2013,0.6826,0.6826
15,2013-2014,0.6033,0.6033
15,2014-2015,0.6543,0.6543
15,2015-2016,0.6067,0.6067
15,2016-2017,0.5779,0.5779
15,2018-2019,0.6386,0.6386
15,2019-2020,0.6492,0.6492
15,2020-2021,0.6560,0.6560
15,2021-2022,0.6910,0.6910
15,2022-2023,0.6081,0.6081
15,2023-2024,0.6811,0.6811
