Janela Incremental,Temporada,Acurácia,F1-Score
10,2008-2009,0.7611,0.7611
10,2009-2010,0.7152,0.7152
10,2011-2012,0.6788,0.6788
10,2012-2013,0.6578,0.6578
10,2013-2014,0.6033,0.6033
10,2014-2015,0.6898,0.6898
10,2015-2016,0.6434,0.6434
10,2016-2017,0.6145,0.6145
10,2018-2019,0.6618,0.6618
10,2019-2020,0.6735,0.6735
10,2020-2021,0.6902,0.6902
10,2021-2022,0.6587,0.6587
10,2022-2023,0.6246,0.6246
10,2023-2024,0.6587,0.6587
