Janela Incremental,Temporada,Acurácia,F1-Score
15,2008-2009,0.7828,0.7828
15,2009-2010,0.6849,0.6849
15,2011-2012,0.7125,0.7125
15,2012-2013,0.6916,0.6916
15,2013-2014,0.6600,0.6600
15,2014-2015,0.6989,0.6989
15,2015-2016,0.6276,0.6276
15,2016-2017,0.6352,0.6352
15,2018-2019,0.6535,0.6535
15,2019-2020,0.6649,0.6649
15,2020-2021,0.7120,0.7120
15,2021-2022,0.7083,0.7083
15,2022-2023,0.7061,0.7061
15,2023-2024,0.6703,0.6703
