Janela Incremental,Temporada,Acurácia,F1-Score
5,2008-2009,0.7229,0.7229
5,2009-2010,0.6795,0.6795
5,2011-2012,0.7059,0.7059
5,2012-2013,0.6657,0.6657
5,2013-2014,0.6387,0.6387
5,2014-2015,0.6201,0.6201
5,2015-2016,0.6386,0.6386
5,2016-2017,0.5827,0.5827
5,2018-2019,0.6179,0.6179
5,2019-2020,0.6567,0.6567
5,2020-2021,0.7231,0.7231
5,2021-2022,0.6544,0.6544
5,2022-2023,0.6242,0.6242
5,2023-2024,0.6526,0.6526
