Janela Incremental,Temporada,Acurácia,F1-Score
5,2008-2009,0.7056,0.7056
5,2009-2010,0.6795,0.6795
5,2011-2012,0.6706,0.6706
5,2012-2013,0.6453,0.6453
5,2013-2014,0.6161,0.6161
5,2014-2015,0.6237,0.6237
5,2015-2016,0.5823,0.5823
5,2016-2017,0.5157,0.5157
5,2018-2019,0.5943,0.5943
5,2019-2020,0.6070,0.6070
5,2020-2021,0.6808,0.6808
5,2021-2022,0.6611,0.6611
5,2022-2023,0.6046,0.6046
5,2023-2024,0.6632,0.6632
