placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,resultado,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
71,104,2011-11-19,1,1,2011-2012,Tijuca,Pinheiros,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,78,2011-11-19,1,1,2011-2012,Flamengo,Paulistano,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,69,2011-11-19,1,1,2011-2012,Uberlândia,Araraquara,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,82,2011-11-21,2,1,2011-2012,Joinville,Brasília,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,81,2011-11-21,2,1,2011-2012,Sesi Franca,Araraquara,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,15.0,46.0,8.0,25.0,10.0,15.0,9.0,11.0,0.82,5.0,21.0,23.81,23.0,49.0,46.94,8.0,10.0,80.0,2.0,7.0,0.64,2.0,12.0,0.17,11.0,4.0,57.0
68,65,2011-11-21,2,1,2011-2012,Coop/São José Basketball,Minas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,82,2011-11-21,2,1,2011-2012,Uberlândia,Limeira,1,102.0,30.0,64.0,8.0,34.0,4.0,30.0,23.0,13.0,1.77,10.0,25.0,40.0,32.0,40.0,80.0,8.0,12.0,66.67,6.0,8.0,0.62,5.0,10.0,0.5,13.0,3.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,81,2011-11-21,2,1,2011-2012,Tijuca,Paulistano,0,71.0,18.0,38.0,15.0,14.0,4.0,10.0,12.0,19.0,0.63,6.0,15.0,40.0,19.0,35.0,54.29,15.0,22.0,68.18,0.0,2.0,0.11,2.0,18.0,0.11,19.0,6.0,50.0,78.0,18.0,50.0,10.0,26.0,9.0,17.0,8.0,10.0,0.8,6.0,22.0,27.27,25.0,42.0,59.52,10.0,13.0,76.92,1.0,6.0,0.6,2.0,22.0,0.09,10.0,3.0,74.0
91,77,2011-11-21,2,1,2011-2012,Bauru Basket,Espírito Santo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,89,2011-11-21,2,1,2011-2012,Flamengo,Pinheiros,0,88.0,24.0,42.0,22.0,32.0,8.0,24.0,14.0,13.0,1.08,8.0,17.0,47.06,21.0,35.0,60.0,22.0,28.0,78.57,2.0,4.0,0.31,0.0,16.0,0.0,13.0,2.0,96.0,104.0,33.0,58.0,13.0,28.0,9.0,19.0,19.0,12.0,1.58,11.0,23.0,47.83,29.0,45.0,64.44,13.0,14.0,92.86,5.0,12.0,1.0,4.0,21.0,0.19,12.0,6.0,126.0
62,81,2011-11-24,3,1,2011-2012,L. Sorocabana,Coop/São José Basketball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,15.0,36.0,17.0,23.0,9.0,14.0,13.0,13.0,1.0,5.0,21.0,23.81,18.0,36.0,50.0,17.0,18.0,94.44,0.0,13.0,1.0,2.0,15.0,0.13,13.0,2.0,71.0
75,73,2011-11-24,3,1,2011-2012,Espírito Santo,Araraquara,1,77.0,27.0,36.0,14.0,28.0,9.0,19.0,9.0,11.0,0.82,9.0,24.0,37.5,18.0,42.0,42.86,14.0,18.0,77.78,0.0,6.0,0.55,1.0,12.0,0.08,11.0,6.0,67.0,75.0,22.5,43.0,9.5,28.5,9.0,19.5,12.0,11.0,1.09,7.5,22.5,32.74,21.5,45.5,47.28,9.5,12.5,76.66499999999999,1.0,7.0,0.64,3.5,18.0,0.19,11.0,2.5,73.0
70,83,2011-11-24,3,1,2011-2012,Minas,Flamengo,0,65.0,9.0,44.0,12.0,31.0,6.0,25.0,10.0,17.0,0.59,3.0,13.0,23.08,22.0,36.0,61.11,12.0,16.0,75.0,0.0,7.0,0.41,2.0,16.0,0.13,17.0,2.0,70.0,86.0,27.0,47.0,12.0,34.0,8.0,26.0,16.5,15.5,1.07,9.0,20.0,45.269999999999996,23.5,38.5,60.95,12.0,16.0,64.285,2.5,5.0,0.32,0.0,18.5,0.0,15.5,3.0,96.0
109,78,2011-11-24,3,1,2011-2012,Brasília,Tijuca,1,82.0,18.0,48.0,16.0,22.0,8.0,14.0,9.0,11.0,0.82,6.0,21.0,28.57,24.0,31.0,77.42,16.0,20.0,80.0,0.0,13.0,1.18,2.0,22.0,0.09,11.0,3.0,91.0,67.0,19.5,32.0,15.5,19.5,5.0,14.5,9.0,18.0,0.49,6.5,19.5,34.585,16.0,33.0,48.114999999999995,15.5,20.0,78.535,1.0,4.5,0.26,3.0,16.5,0.19,18.0,3.5,50.5
81,90,2011-11-24,3,1,2011-2012,Pinheiros,Uberlândia,0,96.5,30.0,53.0,13.5,28.0,8.0,20.0,17.0,10.5,1.625,10.0,22.0,45.345,26.5,45.5,58.305,13.5,16.0,85.32,4.5,10.0,0.9450000000000001,2.5,16.0,0.14,10.5,3.5,110.0,94.5,28.5,56.0,10.0,31.5,3.5,28.0,22.0,13.5,1.635,9.5,24.5,38.75,28.0,37.0,75.295,10.0,13.5,73.33500000000001,4.0,8.0,0.595,5.5,13.0,0.44,13.5,2.5,120.5
85,70,2011-11-24,3,1,2011-2012,Bauru Basket,Joinville,1,91.0,33.0,52.0,6.0,36.0,6.0,30.0,21.0,15.0,1.4,11.0,27.0,40.74,26.0,37.0,70.27,6.0,8.0,75.0,6.0,4.0,0.27,4.0,20.0,0.2,15.0,1.0,112.0,70.0,12.0,40.0,18.0,29.0,11.0,18.0,10.0,17.0,0.59,4.0,19.0,21.05,20.0,44.0,45.45,18.0,27.0,66.67,3.0,9.0,0.53,0.0,21.0,0.0,17.0,2.0,53.0
