placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
77,73,2015-11-02,1,1,2015-2016,Bauru Basket,Flamengo,76.8,28.5,29.4,18.9,33.8,9.9,23.9,16.1,12.1,1.5,9.5,29.9,31.7,14.7,29.4,51.235,18.9,23.2,81.446,0.8,7.8,0.7070000000000001,1.3,20.2,0.05900000000000001,12.1,2.5,84.3,83.0,26.1,42.4,14.5,33.6,8.4,25.2,18.6,9.8,2.054,8.7,24.9,35.145,21.2,37.3,56.91099999999999,14.5,17.8,81.494,2.5,10.3,1.1570000000000003,2.3,18.9,0.12300000000000003,9.8,1.6,102.4
77,73,2015-11-03,1,1,2015-2016,Sesi Franca,Macaé Basquete,70.6,23.4,35.8,11.4,33.1,8.5,24.6,14.4,13.7,1.152,7.8,24.0,33.289,17.9,33.8,53.436,11.4,16.4,70.009,2.0,9.0,0.71,3.0,22.6,0.131,13.7,3.9,79.3,80.1,27.3,32.4,20.4,33.2,9.4,23.8,14.7,15.9,1.004,9.1,24.4,37.785999999999994,16.2,31.1,53.194,20.4,23.7,86.521,1.2,8.7,0.584,1.5,26.1,0.053000000000000005,15.9,3.3,88.8
82,67,2015-11-03,1,1,2015-2016,Rio Claro,L. Sorocabana,84.6,25.8,42.4,16.4,31.5,9.2,22.3,16.8,12.7,1.4310000000000003,8.6,23.1,36.8,21.2,39.8,53.403,16.4,20.1,81.58399999999997,1.2,9.6,0.8270000000000002,1.5,21.9,0.07,12.7,3.5,94.5,80.0,22.2,42.6,15.2,37.8,16.1,21.7,12.6,13.0,1.18,7.4,21.1,35.469,21.3,46.5,46.35,15.2,19.9,75.04400000000001,1.1,10.1,1.052,2.1,21.7,0.10099999999999998,13.0,3.0,86.0
75,63,2015-11-04,1,1,2015-2016,Pinheiros,Minas,84.2,27.6,40.8,15.8,35.7,11.3,24.4,15.4,12.8,1.2730000000000001,9.2,20.9,42.864,20.4,42.8,48.193,15.8,20.8,74.851,1.7,7.7,0.624,2.1,21.8,0.101,12.8,2.5,93.2,74.1,17.4,40.0,16.7,32.1,9.5,22.6,15.9,12.5,1.465,5.8,19.7,29.576999999999998,20.0,39.4,51.123000000000005,16.7,24.0,70.571,2.2,9.7,0.8779999999999999,1.6,22.3,0.08,12.5,2.4,80.3
82,91,2015-11-04,1,1,2015-2016,Caxias do Sul Basquete,Brasília,82.0,15.0,46.0,21.0,23.0,13.0,10.0,17.0,7.0,2.43,5.0,28.0,17.86,23.0,42.0,54.76,21.0,25.0,84.0,0.0,14.0,2.0,0.0,20.0,0.0,7.0,3.0,83.0,86.0,24.6,45.0,16.4,33.2,11.2,22.0,15.8,15.0,1.0739999999999998,8.2,20.5,40.397,22.5,40.7,55.67099999999999,16.4,19.2,85.032,2.5,8.7,0.649,3.9,23.4,0.175,15.0,2.3,99.3
83,76,2015-11-04,1,1,2015-2016,Fortaleza B. C. / CFO,Mogi,80.7,28.2,41.4,11.1,34.1,10.9,23.2,13.9,13.5,1.068,9.4,26.1,36.232,20.7,37.6,55.03900000000001,11.1,17.1,65.54999999999998,1.2,9.2,0.706,4.4,19.1,0.23700000000000004,13.5,2.9,89.2,81.1,21.6,43.8,15.7,37.6,14.1,23.5,13.6,12.7,1.0859999999999999,7.2,22.9,31.895999999999997,21.9,41.9,52.867999999999995,15.7,21.6,73.91400000000002,1.3,10.0,0.807,1.9,25.2,0.078,12.7,3.0,89.8
60,68,2015-11-04,1,1,2015-2016,Vitória,Coop/São José Basketball,60.0,12.0,40.0,8.0,35.0,9.0,26.0,12.0,16.0,0.75,4.0,20.0,20.0,20.0,41.0,48.78,8.0,12.0,66.67,0.0,10.0,0.63,0.0,16.0,0.0,16.0,10.0,60.0,72.7,19.5,42.0,11.2,34.8,8.5,26.3,15.0,12.6,1.2670000000000001,6.5,20.6,32.107000000000006,21.0,39.9,52.803999999999995,11.2,15.6,71.05499999999999,0.8,6.0,0.48299999999999993,2.8,18.5,0.144,12.6,1.9,81.3
88,64,2015-11-05,2,1,2015-2016,Bauru Basket,Macaé Basquete,78.9,29.4,31.4,18.1,34.2,9.6,24.6,16.7,11.9,1.5820000000000003,9.8,29.8,32.968,15.7,29.7,54.087,18.1,22.4,80.148,0.5,7.7,0.7050000000000001,1.3,19.8,0.06000000000000001,11.9,2.6,88.6,78.7,27.9,31.6,19.2,32.2,9.1,23.1,14.0,15.4,0.9870000000000001,9.3,25.7,37.03399999999999,15.8,30.3,53.08200000000001,19.2,22.5,85.396,1.2,8.6,0.623,1.4,25.3,0.049999999999999996,15.4,3.5,85.3
65,89,2015-11-05,2,1,2015-2016,Sesi Franca,Flamengo,69.0,22.2,35.2,11.6,32.7,9.0,23.7,13.9,13.6,1.127,7.4,23.8,31.584000000000003,17.6,34.5,51.19500000000001,11.6,16.9,69.404,2.2,9.5,0.742,2.6,23.0,0.11200000000000002,13.6,4.0,75.5,84.3,27.0,42.8,14.5,33.9,8.9,25.0,19.4,10.4,2.0300000000000002,9.0,24.1,37.23100000000001,21.4,37.8,56.6,14.5,17.6,82.155,2.4,10.6,1.1280000000000001,2.4,20.0,0.12400000000000003,10.4,1.3,105.6
67,74,2015-11-05,2,1,2015-2016,Rio Claro,Paulistano,83.9,27.0,41.2,15.7,31.1,8.8,22.3,17.5,12.5,1.5059999999999998,9.0,22.9,38.713,20.6,38.7,53.47600000000001,15.7,20.1,76.917,1.1,9.9,0.859,1.8,21.4,0.08700000000000001,12.5,3.7,95.3,77.6,20.7,43.6,13.3,38.0,12.8,25.2,12.2,12.6,1.198,6.9,20.7,33.312,21.8,45.9,47.545,13.3,18.1,73.53099999999998,1.3,9.3,0.8150000000000001,0.8,19.0,0.046,12.6,3.5,82.6
