placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
72,77,2024-01-03,12,1,2023-2024,Fortaleza B. C. / CFO,Sesi Franca,79.06600000000002,24.4,41.73266666666667,12.933333333333334,37.0,8.6,28.4,17.00066666666667,13.466000000000003,1.3273333333333335,8.134,23.065999999999995,34.860666666666674,20.867333333333338,36.6,56.63666666666666,12.933333333333334,18.6,68.10933333333332,1.5993333333333335,5.532666666666667,0.442,1.999333333333333,18.665999999999997,0.11533333333333336,13.466000000000003,2.466666666666667,90.79933333333334,85.20066666666666,30.4,41.20133333333334,13.599333333333334,39.2,9.934,29.268000000000004,20.199333333333335,14.6,1.4333333333333333,10.133333333333333,27.26533333333333,37.17666666666667,20.598666666666663,35.26733333333333,58.39200000000002,13.599333333333334,17.66533333333333,77.54133333333334,2.2666666666666666,6.532666666666667,0.4580000000000001,3.0013333333333336,17.934000000000005,0.17933333333333337,14.6,3.134666666666667,103.66533333333332
84,85,2024-01-03,12,1,2023-2024,Caxias do Sul Basquete,Flamengo,71.9,22.3,35.86666666666667,13.733333333333333,35.166666666666664,11.333333333333334,23.833333333333332,16.3,15.0,1.1046666666666667,7.433333333333334,25.333333333333332,29.848000000000003,17.933333333333334,37.9,47.28066666666667,13.733333333333333,20.333333333333332,68.086,2.566666666666667,7.433333333333334,0.5033333333333333,1.7666666666666666,19.766666666666666,0.092,15.0,3.3666666666666667,73.1,85.33333333333333,29.3,39.86666666666667,16.166666666666668,37.93333333333333,12.2,25.733333333333334,19.966666666666665,11.766666666666667,1.7893333333333332,9.766666666666667,29.466666666666665,33.644,19.933333333333334,34.7,57.506666666666675,16.166666666666668,20.933333333333334,77.27333333333333,1.9666666666666666,8.1,0.7013333333333335,1.6333333333333333,17.4,0.09600000000000003,11.766666666666667,2.433333333333333,101.96666666666667
101,98,2024-01-05,12,1,2023-2024,UNIFACISA,Sesi Franca,81.26733333333333,29.0,38.0,14.267333333333337,37.534,10.400666666666666,27.133333333333333,17.266,13.267333333333331,1.3,9.666,30.266666666666666,31.887333333333338,19.0,33.065999999999995,56.95199999999999,14.267333333333337,18.134000000000004,78.01333333333332,0.9333333333333333,6.932666666666666,0.522,2.2,17.732666666666663,0.13,13.267333333333331,2.4659999999999997,93.39933333333333,85.10066666666665,30.2,41.20133333333334,13.699333333333334,39.53333333333333,10.500666666666666,29.03466666666667,19.366,14.533333333333333,1.375333333333333,10.066666666666666,27.631999999999998,36.42933333333334,20.598666666666663,35.66733333333333,57.80133333333335,13.699333333333334,17.698666666666664,77.84733333333334,1.9666666666666666,6.332666666666666,0.446,2.668,18.067333333333337,0.16133333333333333,14.533333333333333,3.2013333333333334,101.83200000000001
65,79,2024-01-05,12,1,2023-2024,União Corinthians,Flamengo,70.6,25.6,31.733333333333334,13.266666666666667,34.13333333333333,9.933333333333334,24.2,14.333333333333334,12.933333333333334,1.1699999999999997,8.533333333333333,27.133333333333333,32.20333333333333,15.866666666666667,34.8,45.67133333333334,13.266666666666667,17.8,73.00466666666665,0.5333333333333333,5.733333333333333,0.458,1.5333333333333334,21.6,0.07400000000000001,12.933333333333334,2.0,71.33333333333333,85.66666666666667,29.7,39.46666666666667,16.5,38.2,11.9,26.3,20.066666666666666,12.1,1.7640000000000002,9.9,29.233333333333334,34.367333333333335,19.733333333333334,34.666666666666664,56.961333333333336,16.5,21.4,77.18533333333335,2.0,8.133333333333333,0.6926666666666669,1.6666666666666667,17.9,0.09533333333333335,12.1,2.566666666666667,102.46666666666667
77,89,2024-01-05,12,1,2023-2024,Corinthians,Coop/São José Basketball,81.26666666666667,27.2,39.86666666666667,14.2,38.13333333333333,10.4,27.733333333333334,17.733333333333334,11.333333333333334,1.6966666666666665,9.066666666666666,27.8,32.38133333333333,19.933333333333334,36.93333333333333,53.96933333333333,14.2,19.533333333333335,72.74466666666667,1.6,4.8,0.442,1.8666666666666667,18.666666666666668,0.10333333333333335,11.333333333333334,1.8666666666666667,91.4,80.73333333333333,25.8,40.93333333333333,14.0,40.2,11.2,29.0,18.4,15.0,1.252,8.6,25.4,33.523999999999994,20.466666666666665,39.0,52.782666666666664,14.0,19.266666666666666,72.71266666666666,1.4,8.066666666666666,0.5493333333333333,2.0,19.466666666666665,0.10666666666666667,15.0,3.2666666666666666,93.8
65,77,2024-01-06,1,2,2023-2024,BRB/Brasília,Pato Basquete,68.86666666666666,24.8,33.73266666666667,10.334,31.667333333333335,9.066,22.59933333333333,12.334,13.066666666666666,0.9686666666666668,8.266666666666667,26.734,31.218,16.867333333333338,38.2,44.23400000000001,10.334,16.067333333333337,63.76266666666667,1.0,7.465999999999999,0.584,1.2,19.4,0.06066666666666666,13.066666666666666,2.0673333333333335,62.934,76.06666666666666,26.4,39.46666666666667,10.2,37.06666666666667,11.866666666666667,25.2,16.6,10.866666666666667,1.6066666666666667,8.8,27.866666666666667,31.547333333333334,19.733333333333334,37.8,52.197333333333326,10.2,15.0,67.54666666666665,1.3333333333333333,5.4,0.5079999999999999,0.9333333333333333,18.4,0.054000000000000006,10.866666666666667,2.1333333333333333,83.26666666666667
89,93,2024-01-06,1,2,2023-2024,São Paulo,Bauru Basket,77.00066666666665,25.4,36.39933333333333,15.19933333333333,34.466,9.2,25.266,16.466,10.734,1.5486666666666664,8.466666666666667,25.865999999999996,32.711333333333336,18.200666666666667,33.33266666666666,54.00666666666666,15.19933333333333,19.532666666666664,77.80199999999999,1.0,5.467333333333333,0.506,2.6659999999999995,18.266,0.15,10.734,1.934,88.46733333333331,79.23266666666669,29.1,38.666666666666664,11.466000000000001,34.666000000000004,9.766666666666667,24.89933333333333,18.466666666666665,12.7,1.4926666666666668,9.700666666666667,27.70066666666667,34.63666666666666,19.333333333333332,36.79933333333334,52.626,11.466000000000001,15.3,73.85999999999999,1.9333333333333333,7.167333333333334,0.584,1.5666666666666667,18.034000000000002,0.08666666666666668,12.7,2.999333333333333,89.09933333333335
55,66,2024-01-08,1,2,2023-2024,Paulistano,Bauru Basket,77.16666666666667,23.3,41.2,12.666666666666666,40.166666666666664,13.933333333333334,26.233333333333334,16.333333333333332,13.7,1.2066666666666668,7.766666666666667,24.0,32.216,20.6,40.5,50.99466666666667,12.666666666666666,18.2,69.932,2.0,8.5,0.6333333333333333,2.6,20.533333333333335,0.12733333333333335,13.7,2.4,89.4,80.03266666666669,29.1,39.2,11.732666666666667,34.866,9.666666666666666,25.199333333333332,19.1,13.033333333333333,1.5133333333333332,9.700666666666667,27.800666666666668,34.542,19.6,36.29933333333334,53.9,11.732666666666667,15.7,73.57200000000002,2.1333333333333333,7.634,0.6053333333333334,1.6,18.36733333333333,0.08733333333333333,13.033333333333333,2.999333333333333,91.43266666666668
75,82,2024-01-08,1,2,2023-2024,Cerrado,Pato Basquete,76.134,26.8,38.26733333333333,11.066666666666666,40.132666666666665,12.6,27.532666666666668,17.333333333333332,12.866000000000001,1.3666666666666663,8.932666666666668,24.333333333333332,37.37533333333334,19.13266666666667,40.93333333333333,46.65599999999999,11.066666666666666,17.467333333333332,63.678666666666665,1.2673333333333332,7.199333333333333,0.5713333333333334,2.1326666666666667,16.666,0.12666666666666668,12.866000000000001,1.8673333333333333,86.466,76.38866666666667,26.866666666666667,39.355333333333334,10.166666666666666,37.46666666666667,11.733333333333333,25.733333333333334,16.888666666666666,11.033333333333333,1.6073333333333335,8.955333333333334,28.188666666666666,31.714,19.678,37.55533333333334,52.45466666666666,10.166666666666666,14.955333333333332,67.56066666666666,1.4553333333333331,5.344666666666667,0.49533333333333324,0.922,18.211333333333336,0.054,11.033333333333333,2.222,84.078
89,52,2024-01-08,1,2,2023-2024,Minas,Botafogo,85.4,30.8,39.46666666666667,15.133333333333333,39.733333333333334,10.933333333333334,28.8,20.666666666666668,12.733333333333333,1.6373333333333335,10.266666666666667,27.0,37.78333333333333,19.733333333333334,35.86666666666667,54.978666666666655,15.133333333333333,21.066666666666666,71.25333333333333,1.5333333333333334,5.0,0.3933333333333334,2.8,18.6,0.162,12.733333333333333,2.6666666666666665,102.06666666666666,79.06733333333332,25.8,38.532666666666664,14.732666666666663,36.2,11.733333333333333,24.466666666666665,16.933333333333334,14.399333333333336,1.2699999999999998,8.6,27.865999999999996,30.924000000000003,19.267333333333337,37.666000000000004,51.53066666666666,14.732666666666663,19.79933333333333,74.84933333333333,0.33266666666666667,6.8,0.5146666666666666,1.8666666666666667,21.732666666666663,0.08533333333333334,14.399333333333336,3.2673333333333336,83.73266666666669
84,79,2024-01-08,1,2,2023-2024,Flamengo,R10 Score Vasco da Gama,85.8,30.2,39.06666666666667,16.533333333333335,37.733333333333334,11.4,26.333333333333332,19.966666666666665,12.2,1.7493333333333334,10.066666666666666,28.733333333333334,35.38466666666667,19.533333333333335,34.333333333333336,56.887333333333345,16.533333333333335,21.533333333333335,76.90733333333333,1.9333333333333333,7.9,0.6733333333333335,1.7333333333333334,18.333333333333332,0.09733333333333336,12.2,2.7,102.46666666666667,74.82266666666668,28.266666666666666,34.17733333333333,12.377333333333333,38.510666666666665,10.2,28.310666666666666,20.444,16.356,1.316,9.422666666666666,26.82266666666667,34.711333333333336,17.089333333333336,32.977333333333334,51.862666666666655,12.377333333333333,16.622666666666667,75.142,1.8,7.222666666666667,0.4333333333333334,2.822666666666667,22.0,0.13133333333333333,16.356,3.8666666666666667,89.93333333333334
84,98,2024-01-08,1,2,2023-2024,São Paulo,Sesi Franca,77.16733333333332,25.35,36.93266666666667,14.882666666666667,34.24933333333333,9.066666666666666,25.182666666666663,16.149333333333335,11.050666666666666,1.4799999999999998,8.45,25.982666666666663,32.483333333333334,18.467333333333332,33.24933333333333,54.904666666666664,14.882666666666667,19.29933333333333,77.15066666666667,0.95,5.634,0.5086666666666667,2.6826666666666665,18.065999999999995,0.15133333333333335,11.050666666666666,1.884,88.10066666666665,84.96733333333331,30.5,40.534666666666666,13.932666666666668,39.36666666666667,10.434,28.93466666666667,18.799333333333333,14.533333333333333,1.3279999999999998,10.166666666666666,27.698666666666664,36.69466666666667,20.26533333333333,35.70066666666666,56.893333333333345,13.932666666666668,17.865333333333332,78.30466666666666,1.8333333333333333,6.432666666666666,0.45466666666666666,2.6013333333333337,18.134000000000004,0.15799999999999997,14.533333333333333,3.168,100.732
71,70,2024-01-09,1,2,2023-2024,Coop/São José Basketball,Corinthians,81.1,25.8,41.06666666666667,14.233333333333333,40.06666666666667,10.933333333333334,29.133333333333333,18.633333333333333,14.366666666666667,1.3560000000000003,8.6,24.8,34.55866666666666,20.533333333333335,39.3,52.513999999999996,14.233333333333333,19.9,72.068,1.5666666666666667,7.933333333333334,0.5646666666666665,1.9666666666666666,19.333333333333332,0.10533333333333335,14.366666666666667,3.0,94.7,81.0,27.7,39.333333333333336,13.966666666666667,38.233333333333334,10.566666666666666,27.666666666666668,17.633333333333333,10.866666666666667,1.7606666666666666,9.233333333333333,28.433333333333334,32.30266666666667,19.666666666666668,37.0,53.06000000000001,13.966666666666667,19.2,72.68933333333334,1.4333333333333333,4.7,0.4586666666666666,2.066666666666667,19.233333333333334,0.10933333333333334,10.866666666666667,1.7,91.0
75,76,2024-01-09,1,2,2023-2024,Mogi,Pinheiros,74.46733333333333,30.3,30.733999999999998,13.433333333333334,31.534,8.367333333333333,23.166666666666668,17.0,13.699333333333334,1.254,10.100666666666665,28.066,35.81666666666667,15.366000000000001,29.466666666666665,52.46466666666667,13.433333333333334,17.667333333333332,78.58466666666666,0.366,5.634,0.4153333333333334,1.4666666666666666,21.366666666666667,0.07,13.699333333333334,2.6993333333333336,80.10066666666667,77.39933333333335,28.1,35.400666666666666,13.90066666666667,37.86666666666667,12.03266666666667,25.834000000000003,16.266,13.699333333333335,1.2346666666666664,9.366000000000001,28.666666666666668,33.087999999999994,17.699333333333332,34.33266666666667,51.57399999999999,13.90066666666667,19.834000000000003,69.32733333333333,1.500666666666667,5.233333333333333,0.39933333333333343,2.3340000000000005,19.266666666666666,0.11666666666666667,13.699333333333335,2.699333333333333,83.53266666666667
76,98,2024-01-10,1,2,2023-2024,Paulistano,Sesi Franca,76.5,23.1,40.6,12.8,39.53333333333333,13.5,26.033333333333335,15.966666666666667,13.833333333333334,1.1740000000000002,7.7,24.266666666666666,31.610000000000007,20.3,40.13333333333333,50.705333333333336,12.8,18.166666666666668,70.62733333333333,2.066666666666667,8.4,0.622,2.533333333333333,20.866666666666667,0.12266666666666669,13.833333333333334,2.433333333333333,87.33333333333333,85.53399999999998,31.1,40.20133333333333,14.232666666666667,39.166666666666664,10.167333333333334,29.001333333333335,18.699333333333335,14.666666666666666,1.3026666666666666,10.366666666666667,27.531999999999996,37.613333333333344,20.098666666666663,35.734,56.412666666666674,14.232666666666667,17.865333333333332,79.66800000000002,1.9666666666666666,6.465999999999999,0.45199999999999996,2.7680000000000002,18.267333333333333,0.16466666666666666,14.666666666666666,3.068,101.532
86,78,2024-01-11,1,2,2023-2024,Minas,Flamengo,85.88866666666667,31.733333333333334,39.48866666666667,14.666666666666666,40.266666666666666,10.988666666666667,29.278000000000002,20.888666666666666,12.733333333333333,1.653333333333333,10.578,27.34466666666667,38.48933333333333,19.744666666666667,35.9,54.95533333333332,14.666666666666666,20.511333333333333,71.1,1.6666666666666667,5.078,0.3993333333333334,2.944666666666667,18.378,0.17,12.733333333333333,2.533333333333333,103.56666666666666,86.08866666666667,30.533333333333335,39.06666666666667,16.488666666666667,37.24466666666667,11.311333333333332,25.933333333333334,20.022,12.111333333333333,1.7633333333333334,10.177999999999999,28.378,36.02733333333334,19.533333333333335,34.422000000000004,56.768666666666675,16.488666666666667,21.733333333333334,76.156,1.7553333333333332,7.688666666666666,0.6613333333333334,1.7553333333333332,18.755333333333333,0.09733333333333336,12.111333333333333,2.6666666666666665,102.35533333333333
