Treino,Média
2012-2013_treino_157.csv_32-1,0.62
2012-2013_treino_158.csv_32-1,0.59
2012-2013_treino_159.csv_32-1,0.56
2012-2013_treino_160.csv_32-1,0.56
2012-2013_treino_161.csv_32-1,0.59
2012-2013_treino_162.csv_32-1,0.56
2012-2013_treino_163.csv_32-1,0.56
2012-2013_treino_164.csv_32-1,0.56
2012-2013_treino_165.csv_32-1,0.53
2012-2013_treino_166.csv_32-1,0.50
2012-2013_treino_167.csv_32-1,0.50
2012-2013_treino_168.csv_32-1,0.50
2012-2013_treino_169.csv_32-1,0.50
2012-2013_treino_170.csv_32-1,0.50
2012-2013_treino_171.csv_32-1,0.47
2012-2013_treino_172.csv_32-1,0.47
2012-2013_treino_173.csv_32-1,0.50
2012-2013_treino_174.csv_32-1,0.50
2012-2013_treino_175.csv_32-1,0.47
2012-2013_treino_176.csv_32-1,0.47
2012-2013_treino_177.csv_32-1,0.44
2012-2013_treino_178.csv_32-1,0.47
2012-2013_treino_179.csv_32-1,0.44
2012-2013_treino_180.csv_32-1,0.44
2012-2013_treino_181.csv_32-1,0.44
2012-2013_treino_182.csv_32-1,0.44
2012-2013_treino_183.csv_32-1,0.44
2012-2013_treino_184.csv_32-1,0.47
2012-2013_treino_185.csv_32-1,0.47
2012-2013_treino_186.csv_32-1,0.47
2012-2013_treino_187.csv_32-1,0.50
2012-2013_treino_188.csv_32-1,0.53
2012-2013_treino_189.csv_32-1,0.50
2012-2013_treino_190.csv_32-1,0.50
2012-2013_treino_191.csv_32-1,0.50
2012-2013_treino_192.csv_32-1,0.50
2012-2013_treino_193.csv_32-1,0.50
2012-2013_treino_194.csv_32-1,0.53
2012-2013_treino_195.csv_32-1,0.53
2012-2013_treino_196.csv_32-1,0.53
2012-2013_treino_197.csv_32-1,0.56
2012-2013_treino_198.csv_32-1,0.59
2012-2013_treino_199.csv_32-1,0.56
2012-2013_treino_200.csv_32-1,0.56
2012-2013_treino_201.csv_32-1,0.53
2012-2013_treino_202.csv_32-1,0.53
2012-2013_treino_203.csv_32-1,0.53
2012-2013_treino_204.csv_32-1,0.53
2012-2013_treino_205.csv_32-1,0.53
2012-2013_treino_206.csv_32-1,0.53
2012-2013_treino_207.csv_32-1,0.56
2012-2013_treino_208.csv_32-1,0.53
2012-2013_treino_209.csv_32-1,0.56
2012-2013_treino_210.csv_32-1,0.56
2012-2013_treino_211.csv_32-1,0.59
2012-2013_treino_212.csv_32-1,0.59
2012-2013_treino_213.csv_32-1,0.59
2012-2013_treino_214.csv_32-1,0.62
2012-2013_treino_215.csv_32-1,0.62
2012-2013_treino_216.csv_32-1,0.62
2012-2013_treino_217.csv_32-1,0.62
2012-2013_treino_218.csv_32-1,0.66
2012-2013_treino_219.csv_32-1,0.66
2012-2013_treino_220.csv_32-1,0.66
2012-2013_treino_221.csv_32-1,0.66
2012-2013_treino_222.csv_32-1,0.66
2012-2013_treino_223.csv_32-1,0.66
2012-2013_treino_224.csv_32-1,0.69
2012-2013_treino_225.csv_32-1,0.69
2012-2013_treino_226.csv_32-1,0.69
2012-2013_treino_227.csv_32-1,0.69
2012-2013_treino_228.csv_32-1,0.66
2012-2013_treino_229.csv_32-1,0.62
2012-2013_treino_230.csv_32-1,0.62
2012-2013_treino_231.csv_32-1,0.66
2012-2013_treino_232.csv_32-1,0.69
2012-2013_treino_233.csv_32-1,0.69
2012-2013_treino_234.csv_32-1,0.66
2012-2013_treino_235.csv_32-1,0.66
2012-2013_treino_236.csv_32-1,0.66
2012-2013_treino_237.csv_32-1,0.66
2012-2013_treino_238.csv_32-1,0.62
2012-2013_treino_239.csv_32-1,0.59
2012-2013_treino_240.csv_32-1,0.62
2012-2013_treino_241.csv_32-1,0.62
2012-2013_treino_242.csv_32-1,0.62
2012-2013_treino_243.csv_32-1,0.62
2012-2013_treino_244.csv_32-1,0.62
2012-2013_treino_245.csv_32-1,0.59
2012-2013_treino_246.csv_32-1,0.59
2012-2013_treino_247.csv_32-1,0.59
2012-2013_treino_248.csv_32-1,0.59
2012-2013_treino_249.csv_32-1,0.59
2012-2013_treino_250.csv_32-1,0.59
2012-2013_treino_251.csv_32-1,0.59
2012-2013_treino_252.csv_32-1,0.56
2012-2013_treino_253.csv_32-1,0.59
2012-2013_treino_254.csv_32-1,0.59
2012-2013_treino_255.csv_32-1,0.59
2012-2013_treino_256.csv_32-1,0.56
2012-2013_treino_257.csv_32-1,0.56
2012-2013_treino_258.csv_32-1,0.56
2012-2013_treino_259.csv_32-1,0.59
2012-2013_treino_260.csv_32-1,0.59
2012-2013_treino_261.csv_32-1,0.62
2012-2013_treino_262.csv_32-1,0.62
2012-2013_treino_263.csv_32-1,0.59
2012-2013_treino_264.csv_32-1,0.56
2012-2013_treino_265.csv_32-1,0.59
2012-2013_treino_266.csv_32-1,0.62
2012-2013_treino_267.csv_32-1,0.66
2012-2013_treino_268.csv_32-1,0.69
2012-2013_treino_269.csv_32-1,0.69
2012-2013_treino_270.csv_32-1,0.72
2012-2013_treino_271.csv_32-1,0.75
2012-2013_treino_272.csv_32-1,0.72
2012-2013_treino_273.csv_32-1,0.69
2012-2013_treino_274.csv_32-1,0.69
2012-2013_treino_275.csv_32-1,0.69
2012-2013_treino_276.csv_32-1,0.69
2012-2013_treino_277.csv_32-1,0.69
2012-2013_treino_278.csv_32-1,0.69
2012-2013_treino_279.csv_32-1,0.69
2012-2013_treino_280.csv_32-1,0.69
2012-2013_treino_281.csv_32-1,0.69
2012-2013_treino_282.csv_32-1,0.69
2012-2013_treino_283.csv_32-1,0.69
2012-2013_treino_284.csv_32-1,0.72
2012-2013_treino_285.csv_32-1,0.72
2012-2013_treino_286.csv_32-1,0.72
2012-2013_treino_287.csv_32-1,0.75
2012-2013_treino_288.csv_32-1,0.75
2012-2013_treino_289.csv_32-1,0.75
2012-2013_treino_290.csv_32-1,0.72
2012-2013_treino_291.csv_32-1,0.69
2012-2013_treino_292.csv_32-1,0.72
2012-2013_treino_293.csv_32-1,0.72
2012-2013_treino_294.csv_32-1,0.69
2012-2013_treino_295.csv_32-1,0.69
2012-2013_treino_296.csv_32-1,0.72
2012-2013_treino_297.csv_32-1,0.72
2012-2013_treino_298.csv_32-1,0.72
2012-2013_treino_299.csv_32-1,0.69
2012-2013_treino_300.csv_32-1,0.69
2012-2013_treino_301.csv_32-1,0.69
2012-2013_treino_302.csv_32-1,0.69
2012-2013_treino_303.csv_32-1,0.66
2012-2013_treino_304.csv_32-1,0.69
2012-2013_treino_305.csv_32-1,0.72
2012-2013_treino_306.csv_32-1,0.72
2012-2013_treino_307.csv_32-1,0.69
2012-2013_treino_308.csv_32-1,0.66
2012-2013_treino_309.csv_32-1,0.69
2012-2013_treino_310.csv_32-1,0.69
2012-2013_treino_311.csv_32-1,0.66
2012-2013_treino_312.csv_32-1,0.66
2012-2013_treino_313.csv_32-1,0.66
2012-2013_treino_314.csv_32-1,0.66
2012-2013_treino_315.csv_32-1,0.66
2012-2013_treino_316.csv_32-1,0.66
2012-2013_treino_317.csv_32-1,0.66
2012-2013_treino_318.csv_32-1,0.69
2013-2014_treino_1.csv_32-1,0.53
2013-2014_treino_2.csv_32-1,0.50
2013-2014_treino_3.csv_32-1,0.53
2013-2014_treino_4.csv_32-1,0.53
2013-2014_treino_5.csv_32-1,0.50
2013-2014_treino_6.csv_32-1,0.53
2013-2014_treino_7.csv_32-1,0.53
2013-2014_treino_8.csv_32-1,0.56
2013-2014_treino_9.csv_32-1,0.53
2013-2014_treino_10.csv_32-1,0.53
2013-2014_treino_11.csv_32-1,0.56
2013-2014_treino_12.csv_32-1,0.56
2013-2014_treino_13.csv_32-1,0.53
2013-2014_treino_14.csv_32-1,0.53
2013-2014_treino_15.csv_32-1,0.53
2013-2014_treino_16.csv_32-1,0.56
2013-2014_treino_17.csv_32-1,0.56
2013-2014_treino_18.csv_32-1,0.59
2013-2014_treino_19.csv_32-1,0.62
2013-2014_treino_20.csv_32-1,0.66
2013-2014_treino_21.csv_32-1,0.69
2013-2014_treino_22.csv_32-1,0.66
2013-2014_treino_23.csv_32-1,0.66
2013-2014_treino_24.csv_32-1,0.62
2013-2014_treino_25.csv_32-1,0.59
2013-2014_treino_26.csv_32-1,0.59
2013-2014_treino_27.csv_32-1,0.62
2013-2014_treino_28.csv_32-1,0.62
2013-2014_treino_29.csv_32-1,0.66
2013-2014_treino_30.csv_32-1,0.62
2013-2014_treino_31.csv_32-1,0.62
2013-2014_treino_32.csv_32-1,0.66
2013-2014_treino_33.csv_32-1,0.66
2013-2014_treino_34.csv_32-1,0.66
2013-2014_treino_35.csv_32-1,0.66
2013-2014_treino_36.csv_32-1,0.62
2013-2014_treino_37.csv_32-1,0.62
2013-2014_treino_38.csv_32-1,0.59
2013-2014_treino_39.csv_32-1,0.56
2013-2014_treino_40.csv_32-1,0.53
2013-2014_treino_41.csv_32-1,0.56
2013-2014_treino_42.csv_32-1,0.56
2013-2014_treino_43.csv_32-1,0.53
2013-2014_treino_44.csv_32-1,0.53
2013-2014_treino_45.csv_32-1,0.56
2013-2014_treino_46.csv_32-1,0.59
2013-2014_treino_47.csv_32-1,0.56
2013-2014_treino_48.csv_32-1,0.56
2013-2014_treino_49.csv_32-1,0.53
2013-2014_treino_50.csv_32-1,0.53
2013-2014_treino_51.csv_32-1,0.50
2013-2014_treino_52.csv_32-1,0.47
2013-2014_treino_53.csv_32-1,0.44
2013-2014_treino_54.csv_32-1,0.47
2013-2014_treino_55.csv_32-1,0.44
2013-2014_treino_56.csv_32-1,0.47
2013-2014_treino_57.csv_32-1,0.50
2013-2014_treino_58.csv_32-1,0.47
2013-2014_treino_59.csv_32-1,0.47
2013-2014_treino_60.csv_32-1,0.47
2013-2014_treino_61.csv_32-1,0.47
2013-2014_treino_62.csv_32-1,0.50
2013-2014_treino_63.csv_32-1,0.50
2013-2014_treino_64.csv_32-1,0.50
2013-2014_treino_65.csv_32-1,0.47
2013-2014_treino_66.csv_32-1,0.50
2013-2014_treino_67.csv_32-1,0.47
2013-2014_treino_68.csv_32-1,0.50
2013-2014_treino_69.csv_32-1,0.50
2013-2014_treino_70.csv_32-1,0.53
2013-2014_treino_71.csv_32-1,0.53
2013-2014_treino_72.csv_32-1,0.53
2013-2014_treino_73.csv_32-1,0.53
2013-2014_treino_74.csv_32-1,0.50
2013-2014_treino_75.csv_32-1,0.50
2013-2014_treino_76.csv_32-1,0.53
2013-2014_treino_77.csv_32-1,0.50
2013-2014_treino_78.csv_32-1,0.47
2013-2014_treino_79.csv_32-1,0.50
2013-2014_treino_80.csv_32-1,0.50
2013-2014_treino_81.csv_32-1,0.53
2013-2014_treino_82.csv_32-1,0.50
2013-2014_treino_83.csv_32-1,0.53
2013-2014_treino_84.csv_32-1,0.53
2013-2014_treino_85.csv_32-1,0.56
2013-2014_treino_86.csv_32-1,0.56
2013-2014_treino_87.csv_32-1,0.56
2013-2014_treino_88.csv_32-1,0.56
2013-2014_treino_89.csv_32-1,0.56
2013-2014_treino_90.csv_32-1,0.59
2013-2014_treino_91.csv_32-1,0.59
2013-2014_treino_92.csv_32-1,0.59
2013-2014_treino_93.csv_32-1,0.56
2013-2014_treino_94.csv_32-1,0.53
2013-2014_treino_95.csv_32-1,0.56
2013-2014_treino_96.csv_32-1,0.56
2013-2014_treino_97.csv_32-1,0.56
2013-2014_treino_98.csv_32-1,0.56
2013-2014_treino_99.csv_32-1,0.59
2013-2014_treino_100.csv_32-1,0.56
2013-2014_treino_101.csv_32-1,0.59
2013-2014_treino_102.csv_32-1,0.59
2013-2014_treino_103.csv_32-1,0.59
2013-2014_treino_104.csv_32-1,0.59
2013-2014_treino_105.csv_32-1,0.59
2013-2014_treino_106.csv_32-1,0.59
2013-2014_treino_107.csv_32-1,0.59
2013-2014_treino_108.csv_32-1,0.59
2013-2014_treino_109.csv_32-1,0.59
2013-2014_treino_110.csv_32-1,0.59
2013-2014_treino_111.csv_32-1,0.56
2013-2014_treino_112.csv_32-1,0.56
2013-2014_treino_113.csv_32-1,0.56
2013-2014_treino_114.csv_32-1,0.59
2013-2014_treino_115.csv_32-1,0.59
2013-2014_treino_116.csv_32-1,0.62
2013-2014_treino_117.csv_32-1,0.62
2013-2014_treino_118.csv_32-1,0.62
2013-2014_treino_119.csv_32-1,0.66
2013-2014_treino_120.csv_32-1,0.66
2013-2014_treino_121.csv_32-1,0.66
2013-2014_treino_122.csv_32-1,0.66
2013-2014_treino_123.csv_32-1,0.66
2013-2014_treino_124.csv_32-1,0.66
2013-2014_treino_125.csv_32-1,0.69
2013-2014_treino_126.csv_32-1,0.69
2013-2014_treino_127.csv_32-1,0.66
2013-2014_treino_128.csv_32-1,0.66
2013-2014_treino_129.csv_32-1,0.69
2013-2014_treino_130.csv_32-1,0.66
2013-2014_treino_131.csv_32-1,0.62
2013-2014_treino_132.csv_32-1,0.62
2013-2014_treino_133.csv_32-1,0.62
2013-2014_treino_134.csv_32-1,0.62
2013-2014_treino_135.csv_32-1,0.62
2013-2014_treino_136.csv_32-1,0.62
2013-2014_treino_137.csv_32-1,0.59
2013-2014_treino_138.csv_32-1,0.62
2013-2014_treino_139.csv_32-1,0.62
2013-2014_treino_140.csv_32-1,0.59
2013-2014_treino_141.csv_32-1,0.62
2013-2014_treino_142.csv_32-1,0.66
2013-2014_treino_143.csv_32-1,0.69
2013-2014_treino_144.csv_32-1,0.66
2013-2014_treino_145.csv_32-1,0.66
2013-2014_treino_146.csv_32-1,0.62
2013-2014_treino_147.csv_32-1,0.62
2013-2014_treino_148.csv_32-1,0.62
2013-2014_treino_149.csv_32-1,0.59
2013-2014_treino_150.csv_32-1,0.59
2013-2014_treino_151.csv_32-1,0.59
2013-2014_treino_152.csv_32-1,0.56
2013-2014_treino_153.csv_32-1,0.53
2013-2014_treino_154.csv_32-1,0.53
2013-2014_treino_155.csv_32-1,0.53
2013-2014_treino_156.csv_32-1,0.53
2013-2014_treino_157.csv_32-1,0.53
2013-2014_treino_158.csv_32-1,0.56
2013-2014_treino_159.csv_32-1,0.56
2013-2014_treino_160.csv_32-1,0.56
2013-2014_treino_161.csv_32-1,0.56
2013-2014_treino_162.csv_32-1,0.59
2013-2014_treino_163.csv_32-1,0.59
2013-2014_treino_164.csv_32-1,0.62
2013-2014_treino_165.csv_32-1,0.59
2013-2014_treino_166.csv_32-1,0.56
2013-2014_treino_167.csv_32-1,0.59
2013-2014_treino_168.csv_32-1,0.59
2013-2014_treino_169.csv_32-1,0.62
2013-2014_treino_170.csv_32-1,0.59
2013-2014_treino_171.csv_32-1,0.59
2013-2014_treino_172.csv_32-1,0.62
2013-2014_treino_173.csv_32-1,0.62
2013-2014_treino_174.csv_32-1,0.62
2013-2014_treino_175.csv_32-1,0.59
2013-2014_treino_176.csv_32-1,0.62
2013-2014_treino_177.csv_32-1,0.62
2013-2014_treino_178.csv_32-1,0.62
2013-2014_treino_179.csv_32-1,0.62
2013-2014_treino_180.csv_32-1,0.62
2013-2014_treino_181.csv_32-1,0.66
2013-2014_treino_182.csv_32-1,0.66
2013-2014_treino_183.csv_32-1,0.66
2013-2014_treino_184.csv_32-1,0.66
2013-2014_treino_185.csv_32-1,0.69
2013-2014_treino_186.csv_32-1,0.69
2013-2014_treino_187.csv_32-1,0.69
2013-2014_treino_188.csv_32-1,0.69
2013-2014_treino_189.csv_32-1,0.66
2013-2014_treino_190.csv_32-1,0.66
2013-2014_treino_191.csv_32-1,0.69
2013-2014_treino_192.csv_32-1,0.69
2013-2014_treino_193.csv_32-1,0.69
2013-2014_treino_194.csv_32-1,0.69
2013-2014_treino_195.csv_32-1,0.72
2013-2014_treino_196.csv_32-1,0.69
2013-2014_treino_197.csv_32-1,0.69
2013-2014_treino_198.csv_32-1,0.72
2013-2014_treino_199.csv_32-1,0.69
2013-2014_treino_200.csv_32-1,0.69
2013-2014_treino_201.csv_32-1,0.69
2013-2014_treino_202.csv_32-1,0.69
2013-2014_treino_203.csv_32-1,0.72
2013-2014_treino_204.csv_32-1,0.72
2013-2014_treino_205.csv_32-1,0.72
2013-2014_treino_206.csv_32-1,0.72
2013-2014_treino_207.csv_32-1,0.72
2013-2014_treino_208.csv_32-1,0.69
2013-2014_treino_209.csv_32-1,0.69
2013-2014_treino_210.csv_32-1,0.69
2013-2014_treino_211.csv_32-1,0.66
2013-2014_treino_212.csv_32-1,0.62
2013-2014_treino_213.csv_32-1,0.62
2013-2014_treino_214.csv_32-1,0.59
2013-2014_treino_215.csv_32-1,0.59
2013-2014_treino_216.csv_32-1,0.62
2013-2014_treino_217.csv_32-1,0.62
2013-2014_treino_218.csv_32-1,0.59
2013-2014_treino_219.csv_32-1,0.59
2013-2014_treino_220.csv_32-1,0.59
2013-2014_treino_221.csv_32-1,0.62
2013-2014_treino_222.csv_32-1,0.62
2013-2014_treino_223.csv_32-1,0.59
2013-2014_treino_224.csv_32-1,0.59
2013-2014_treino_225.csv_32-1,0.59
2013-2014_treino_226.csv_32-1,0.59
2013-2014_treino_227.csv_32-1,0.59
2013-2014_treino_228.csv_32-1,0.62
2013-2014_treino_229.csv_32-1,0.66
2013-2014_treino_230.csv_32-1,0.62
2013-2014_treino_231.csv_32-1,0.66
2013-2014_treino_232.csv_32-1,0.69
2013-2014_treino_233.csv_32-1,0.66
2013-2014_treino_234.csv_32-1,0.69
2013-2014_treino_235.csv_32-1,0.66
2013-2014_treino_236.csv_32-1,0.66
2013-2014_treino_237.csv_32-1,0.66
2013-2014_treino_238.csv_32-1,0.66
2013-2014_treino_239.csv_32-1,0.69
2013-2014_treino_240.csv_32-1,0.69
2013-2014_treino_241.csv_32-1,0.69
2013-2014_treino_242.csv_32-1,0.69
2013-2014_treino_243.csv_32-1,0.72
2013-2014_treino_244.csv_32-1,0.75
2013-2014_treino_245.csv_32-1,0.75
2013-2014_treino_246.csv_32-1,0.78
2013-2014_treino_247.csv_32-1,0.78
2013-2014_treino_248.csv_32-1,0.75
2013-2014_treino_249.csv_32-1,0.75
2013-2014_treino_250.csv_32-1,0.75
2013-2014_treino_251.csv_32-1,0.75
2013-2014_treino_252.csv_32-1,0.72
2013-2014_treino_253.csv_32-1,0.72
2013-2014_treino_254.csv_32-1,0.72
2013-2014_treino_255.csv_32-1,0.75
2013-2014_treino_256.csv_32-1,0.75
2013-2014_treino_257.csv_32-1,0.72
2013-2014_treino_258.csv_32-1,0.72
2013-2014_treino_259.csv_32-1,0.72
2013-2014_treino_260.csv_32-1,0.69
2013-2014_treino_261.csv_32-1,0.66
2013-2014_treino_262.csv_32-1,0.69
2013-2014_treino_263.csv_32-1,0.69
2013-2014_treino_264.csv_32-1,0.66
2013-2014_treino_265.csv_32-1,0.69
2013-2014_treino_266.csv_32-1,0.66
2013-2014_treino_267.csv_32-1,0.69
2013-2014_treino_268.csv_32-1,0.69
2013-2014_treino_269.csv_32-1,0.66
2013-2014_treino_270.csv_32-1,0.62
2013-2014_treino_271.csv_32-1,0.59
2013-2014_treino_272.csv_32-1,0.62
2013-2014_treino_273.csv_32-1,0.62
2013-2014_treino_274.csv_32-1,0.66
2013-2014_treino_275.csv_32-1,0.62
2013-2014_treino_276.csv_32-1,0.62
2013-2014_treino_277.csv_32-1,0.62
2013-2014_treino_278.csv_32-1,0.59
2013-2014_treino_279.csv_32-1,0.56
2013-2014_treino_280.csv_32-1,0.56
2013-2014_treino_281.csv_32-1,0.53
2013-2014_treino_282.csv_32-1,0.53
2013-2014_treino_283.csv_32-1,0.53
2013-2014_treino_284.csv_32-1,0.56
2014-2015_treino_1.csv_32-1,0.72
2014-2015_treino_2.csv_32-1,0.75
2014-2015_treino_3.csv_32-1,0.75
2014-2015_treino_4.csv_32-1,0.78
2014-2015_treino_5.csv_32-1,0.75
2014-2015_treino_6.csv_32-1,0.75
2014-2015_treino_7.csv_32-1,0.78
2014-2015_treino_8.csv_32-1,0.78
2014-2015_treino_9.csv_32-1,0.75
2014-2015_treino_10.csv_32-1,0.78
2014-2015_treino_11.csv_32-1,0.75
2014-2015_treino_12.csv_32-1,0.75
2014-2015_treino_13.csv_32-1,0.75
2014-2015_treino_14.csv_32-1,0.78
2014-2015_treino_15.csv_32-1,0.81
2014-2015_treino_16.csv_32-1,0.78
2014-2015_treino_17.csv_32-1,0.75
2014-2015_treino_18.csv_32-1,0.75
2014-2015_treino_19.csv_32-1,0.78
2014-2015_treino_20.csv_32-1,0.75
2014-2015_treino_21.csv_32-1,0.72
2014-2015_treino_22.csv_32-1,0.72
2014-2015_treino_23.csv_32-1,0.72
2014-2015_treino_24.csv_32-1,0.72
2014-2015_treino_25.csv_32-1,0.69
2014-2015_treino_26.csv_32-1,0.66
2014-2015_treino_27.csv_32-1,0.66
2014-2015_treino_28.csv_32-1,0.62
2014-2015_treino_29.csv_32-1,0.59
2014-2015_treino_30.csv_32-1,0.59
2014-2015_treino_31.csv_32-1,0.56
2014-2015_treino_32.csv_32-1,0.56
2014-2015_treino_33.csv_32-1,0.56
2014-2015_treino_34.csv_32-1,0.53
2014-2015_treino_35.csv_32-1,0.50
2014-2015_treino_36.csv_32-1,0.50
2014-2015_treino_37.csv_32-1,0.50
2014-2015_treino_38.csv_32-1,0.47
2014-2015_treino_39.csv_32-1,0.47
2014-2015_treino_40.csv_32-1,0.44
2014-2015_treino_41.csv_32-1,0.44
2014-2015_treino_42.csv_32-1,0.41
2014-2015_treino_43.csv_32-1,0.44
2014-2015_treino_44.csv_32-1,0.44
2014-2015_treino_45.csv_32-1,0.41
2014-2015_treino_46.csv_32-1,0.41
2014-2015_treino_47.csv_32-1,0.41
2014-2015_treino_48.csv_32-1,0.41
2014-2015_treino_49.csv_32-1,0.44
2014-2015_treino_50.csv_32-1,0.41
2014-2015_treino_51.csv_32-1,0.41
2014-2015_treino_52.csv_32-1,0.44
2014-2015_treino_53.csv_32-1,0.44
2014-2015_treino_54.csv_32-1,0.44
2014-2015_treino_55.csv_32-1,0.44
2014-2015_treino_56.csv_32-1,0.44
2014-2015_treino_57.csv_32-1,0.47
2014-2015_treino_58.csv_32-1,0.50
2014-2015_treino_59.csv_32-1,0.47
2014-2015_treino_60.csv_32-1,0.47
2014-2015_treino_61.csv_32-1,0.50
2014-2015_treino_62.csv_32-1,0.50
2014-2015_treino_63.csv_32-1,0.53
2014-2015_treino_64.csv_32-1,0.53
2014-2015_treino_65.csv_32-1,0.50
2014-2015_treino_66.csv_32-1,0.50
2014-2015_treino_67.csv_32-1,0.50
2014-2015_treino_68.csv_32-1,0.50
2014-2015_treino_69.csv_32-1,0.53
2014-2015_treino_70.csv_32-1,0.53
2014-2015_treino_71.csv_32-1,0.50
2014-2015_treino_72.csv_32-1,0.50
2014-2015_treino_73.csv_32-1,0.53
2014-2015_treino_74.csv_32-1,0.56
2014-2015_treino_75.csv_32-1,0.53
2014-2015_treino_76.csv_32-1,0.50
2014-2015_treino_77.csv_32-1,0.50
2014-2015_treino_78.csv_32-1,0.50
2014-2015_treino_79.csv_32-1,0.50
2014-2015_treino_80.csv_32-1,0.53
2014-2015_treino_81.csv_32-1,0.50
2014-2015_treino_82.csv_32-1,0.50
2014-2015_treino_83.csv_32-1,0.50
2014-2015_treino_84.csv_32-1,0.50
2014-2015_treino_85.csv_32-1,0.53
2014-2015_treino_86.csv_32-1,0.53
2014-2015_treino_87.csv_32-1,0.53
2014-2015_treino_88.csv_32-1,0.50
2014-2015_treino_89.csv_32-1,0.50
2014-2015_treino_90.csv_32-1,0.47
2014-2015_treino_91.csv_32-1,0.50
2014-2015_treino_92.csv_32-1,0.53
2014-2015_treino_93.csv_32-1,0.50
2014-2015_treino_94.csv_32-1,0.47
2014-2015_treino_95.csv_32-1,0.44
2014-2015_treino_96.csv_32-1,0.44
2014-2015_treino_97.csv_32-1,0.47
2014-2015_treino_98.csv_32-1,0.47
2014-2015_treino_99.csv_32-1,0.50
2014-2015_treino_100.csv_32-1,0.50
2014-2015_treino_101.csv_32-1,0.47
2014-2015_treino_102.csv_32-1,0.47
2014-2015_treino_103.csv_32-1,0.50
2014-2015_treino_104.csv_32-1,0.53
2014-2015_treino_105.csv_32-1,0.50
2014-2015_treino_106.csv_32-1,0.47
2014-2015_treino_107.csv_32-1,0.50
2014-2015_treino_108.csv_32-1,0.50
2014-2015_treino_109.csv_32-1,0.53
2014-2015_treino_110.csv_32-1,0.53
2014-2015_treino_111.csv_32-1,0.53
2014-2015_treino_112.csv_32-1,0.53
2014-2015_treino_113.csv_32-1,0.53
2014-2015_treino_114.csv_32-1,0.53
2014-2015_treino_115.csv_32-1,0.53
2014-2015_treino_116.csv_32-1,0.53
2014-2015_treino_117.csv_32-1,0.53
2014-2015_treino_118.csv_32-1,0.56
2014-2015_treino_119.csv_32-1,0.59
2014-2015_treino_120.csv_32-1,0.62
2014-2015_treino_121.csv_32-1,0.62
2014-2015_treino_122.csv_32-1,0.66
2014-2015_treino_123.csv_32-1,0.66
2014-2015_treino_124.csv_32-1,0.66
2014-2015_treino_125.csv_32-1,0.66
2014-2015_treino_126.csv_32-1,0.69
2014-2015_treino_127.csv_32-1,0.69
2014-2015_treino_128.csv_32-1,0.69
2014-2015_treino_129.csv_32-1,0.69
2014-2015_treino_130.csv_32-1,0.69
2014-2015_treino_131.csv_32-1,0.69
2014-2015_treino_132.csv_32-1,0.69
2014-2015_treino_133.csv_32-1,0.72
2014-2015_treino_134.csv_32-1,0.72
2014-2015_treino_135.csv_32-1,0.69
2014-2015_treino_136.csv_32-1,0.69
2014-2015_treino_137.csv_32-1,0.69
2014-2015_treino_138.csv_32-1,0.69
2014-2015_treino_139.csv_32-1,0.66
2014-2015_treino_140.csv_32-1,0.66
2014-2015_treino_141.csv_32-1,0.66
2014-2015_treino_142.csv_32-1,0.66
2014-2015_treino_143.csv_32-1,0.62
2014-2015_treino_144.csv_32-1,0.62
2014-2015_treino_145.csv_32-1,0.62
2014-2015_treino_146.csv_32-1,0.66
2014-2015_treino_147.csv_32-1,0.66
2014-2015_treino_148.csv_32-1,0.66
2014-2015_treino_149.csv_32-1,0.62
2014-2015_treino_150.csv_32-1,0.62
2014-2015_treino_151.csv_32-1,0.59
2014-2015_treino_152.csv_32-1,0.59
2014-2015_treino_153.csv_32-1,0.59
2014-2015_treino_154.csv_32-1,0.59
2014-2015_treino_155.csv_32-1,0.59
2014-2015_treino_156.csv_32-1,0.59
2014-2015_treino_157.csv_32-1,0.62
2014-2015_treino_158.csv_32-1,0.62
2014-2015_treino_159.csv_32-1,0.66
2014-2015_treino_160.csv_32-1,0.62
2014-2015_treino_161.csv_32-1,0.62
2014-2015_treino_162.csv_32-1,0.62
2014-2015_treino_163.csv_32-1,0.62
2014-2015_treino_164.csv_32-1,0.62
2014-2015_treino_165.csv_32-1,0.59
2014-2015_treino_166.csv_32-1,0.59
2014-2015_treino_167.csv_32-1,0.62
2014-2015_treino_168.csv_32-1,0.59
2014-2015_treino_169.csv_32-1,0.62
2014-2015_treino_170.csv_32-1,0.66
2014-2015_treino_171.csv_32-1,0.66
2014-2015_treino_172.csv_32-1,0.66
2014-2015_treino_173.csv_32-1,0.66
2014-2015_treino_174.csv_32-1,0.62
2014-2015_treino_175.csv_32-1,0.62
2014-2015_treino_176.csv_32-1,0.62
2014-2015_treino_177.csv_32-1,0.66
2014-2015_treino_178.csv_32-1,0.62
2014-2015_treino_179.csv_32-1,0.62
2014-2015_treino_180.csv_32-1,0.62
2014-2015_treino_181.csv_32-1,0.66
2014-2015_treino_182.csv_32-1,0.66
2014-2015_treino_183.csv_32-1,0.69
2014-2015_treino_184.csv_32-1,0.69
2014-2015_treino_185.csv_32-1,0.66
2014-2015_treino_186.csv_32-1,0.62
2014-2015_treino_187.csv_32-1,0.62
2014-2015_treino_188.csv_32-1,0.59
2014-2015_treino_189.csv_32-1,0.59
2014-2015_treino_190.csv_32-1,0.56
