Janela Incremental,Temporada,Acurácia,F1-Score
15,2012-2013,0.6287,0.6287
15,2013-2014,0.5933,0.5933
15,2014-2015,0.6691,0.6691
15,2015-2016,0.6109,0.6109
15,2016-2017,0.5861,0.5861
