Janela Incremental,Temporada,Acurácia,F1-Score
5,2012-2013,0.6366,0.6366
5,2013-2014,0.5839,0.5839
5,2014-2015,0.6487,0.6487
5,2015-2016,0.6466,0.6466
5,2016-2017,0.5472,0.5472
