Janela Incremental,Temporada,Acurácia,F1-Score
10,2012-2013,0.6372,0.6372
10,2013-2014,0.6000,0.6000
10,2014-2015,0.6533,0.6533
10,2015-2016,0.6148,0.6148
10,2016-2017,0.5823,0.5823
